icd10_concept_id,code_heading,icd10_code,icd10_vocab,description,body_system,progressive,snomed_concept_id,snomed_code,snomed_name
45561953,E13,E13.00,ICD10CM,Other specified diabetes mellitus with hyperosmolarity without nonketotic hyperglycemic-hyperosmolar coma (NKHHC),endocrinological,no,4032787,14735008,Hyperosmolarity
45561954,E13,E13.01,ICD10CM,Other specified diabetes mellitus with hyperosmolarity with coma,endocrinological,no,4226238,422126006,Hyperosmolar coma associated with diabetes mellitus
45576446,E13,E13.11,ICD10CM,Other specified diabetes mellitus with ketoacidosis with coma,endocrinological,no,4095288,26298008,Diabetic coma with ketoacidosis
45542741,E13,E13.21,ICD10CM,Other specified diabetes mellitus with diabetic nephropathy,endocrinological,no,192279,127013003,Diabetic renal disease
45561955,E13,E13.22,ICD10CM,Other specified diabetes mellitus with diabetic chronic kidney disease,endocrinological,no,192279,127013003,Diabetic renal disease
45552388,E13,E13.29,ICD10CM,Other specified diabetes mellitus with other diabetic kidney complication,endocrinological,no,192279,127013003,Diabetic renal disease
45576447,E13,E13.311,ICD10CM,Other specified diabetes mellitus with unspecified diabetic retinopathy with macular edema,endocrinological,no,4174977,4855003,Diabetic retinopathy
45586142,E13,E13.319,ICD10CM,Other specified diabetes mellitus with unspecified diabetic retinopathy without macular edema,endocrinological,no,4174977,4855003,Diabetic retinopathy
37200255,E13,E13.3211,ICD10CM,Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema,endocrinological,no,378743,312903003,Mild non-proliferative diabetic retinopathy
37200255,E13,E13.3211,ICD10CM,Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema,endocrinological,no,380097,312912001,Diabetic macular edema
37200256,E13,E13.3212,ICD10CM,Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema,endocrinological,no,378743,312903003,Mild non-proliferative diabetic retinopathy
37200256,E13,E13.3212,ICD10CM,Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema,endocrinological,no,380097,312912001,Diabetic macular edema
37200257,E13,E13.3213,ICD10CM,Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema,endocrinological,no,378743,312903003,Mild non-proliferative diabetic retinopathy
37200257,E13,E13.3213,ICD10CM,Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema,endocrinological,no,380097,312912001,Diabetic macular edema
37200258,E13,E13.3219,ICD10CM,Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema,endocrinological,no,378743,312903003,Mild non-proliferative diabetic retinopathy
37200258,E13,E13.3219,ICD10CM,Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema,endocrinological,no,380097,312912001,Diabetic macular edema
37200259,E13,E13.3291,ICD10CM,Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema,endocrinological,no,378743,312903003,Mild non-proliferative diabetic retinopathy
37200260,E13,E13.3292,ICD10CM,Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema,endocrinological,no,378743,312903003,Mild non-proliferative diabetic retinopathy
35206909,E230,E23.0,ICD10CM,Hypopituitarism,endocrinological,yes,4254542,74728003,Hypopituitarism
37200261,E13,E13.3293,ICD10CM,Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema,endocrinological,no,378743,312903003,Mild non-proliferative diabetic retinopathy
37200262,E13,E13.3299,ICD10CM,Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema,endocrinological,no,378743,312903003,Mild non-proliferative diabetic retinopathy
37200263,E13,E13.3311,ICD10CM,Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema,endocrinological,no,377552,312904009,Moderate nonproliferative diabetic retinopathy
37200263,E13,E13.3311,ICD10CM,Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema,endocrinological,no,380097,312912001,Diabetic macular edema
35206968,E440,E44.0,ICD10CM,Moderate protein-calorie malnutrition,metabolic,no,4098458,190602008,Moderate protein-calorie malnutrition
37200264,E13,E13.3312,ICD10CM,Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema,endocrinological,no,377552,312904009,Moderate nonproliferative diabetic retinopathy
37200264,E13,E13.3312,ICD10CM,Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema,endocrinological,no,380097,312912001,Diabetic macular edema
37200265,E13,E13.3313,ICD10CM,Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema,endocrinological,no,377552,312904009,Moderate nonproliferative diabetic retinopathy
37200265,E13,E13.3313,ICD10CM,Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema,endocrinological,no,380097,312912001,Diabetic macular edema
37200266,E13,E13.3319,ICD10CM,Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema,endocrinological,no,377552,312904009,Moderate nonproliferative diabetic retinopathy
37200266,E13,E13.3319,ICD10CM,Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema,endocrinological,no,380097,312912001,Diabetic macular edema
37200267,E13,E13.3391,ICD10CM,Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema,endocrinological,no,377552,312904009,Moderate nonproliferative diabetic retinopathy
37200268,E13,E13.3392,ICD10CM,Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema,endocrinological,no,377552,312904009,Moderate nonproliferative diabetic retinopathy
37200269,E13,E13.3393,ICD10CM,Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema,endocrinological,no,377552,312904009,Moderate nonproliferative diabetic retinopathy
37200270,E13,E13.3399,ICD10CM,Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema,endocrinological,no,377552,312904009,Moderate nonproliferative diabetic retinopathy
37200271,E13,E13.3411,ICD10CM,Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema,endocrinological,no,4290822,399872003,Severe nonproliferative diabetic retinopathy with clinically significant macular edema
37200272,E13,E13.3412,ICD10CM,Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema,endocrinological,no,4290822,399872003,Severe nonproliferative diabetic retinopathy with clinically significant macular edema
37200273,E13,E13.3413,ICD10CM,Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema,endocrinological,no,4290822,399872003,Severe nonproliferative diabetic retinopathy with clinically significant macular edema
37200274,E13,E13.3419,ICD10CM,Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema,endocrinological,no,4290822,399872003,Severe nonproliferative diabetic retinopathy with clinically significant macular edema
37200275,E13,E13.3491,ICD10CM,Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema,endocrinological,no,4266637,399873008,Severe nonproliferative diabetic retinopathy with no macular edema
37200276,E13,E13.3492,ICD10CM,Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema,endocrinological,no,4266637,399873008,Severe nonproliferative diabetic retinopathy with no macular edema
37200277,E13,E13.3493,ICD10CM,Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema,endocrinological,no,4266637,399873008,Severe nonproliferative diabetic retinopathy with no macular edema
37200278,E13,E13.3499,ICD10CM,Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema,endocrinological,no,4266637,399873008,Severe nonproliferative diabetic retinopathy with no macular edema
37200279,E13,E13.3511,ICD10CM,Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema,endocrinological,no,380096,59276001,Proliferative diabetic retinopathy
37200279,E13,E13.3511,ICD10CM,Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema,endocrinological,no,380097,312912001,Diabetic macular edema
37200280,E13,E13.3512,ICD10CM,Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema,endocrinological,no,380096,59276001,Proliferative diabetic retinopathy
37200280,E13,E13.3512,ICD10CM,Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema,endocrinological,no,380097,312912001,Diabetic macular edema
37200281,E13,E13.3513,ICD10CM,Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema,endocrinological,no,380096,59276001,Proliferative diabetic retinopathy
37200281,E13,E13.3513,ICD10CM,Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema,endocrinological,no,380097,312912001,Diabetic macular edema
37200282,E13,E13.3519,ICD10CM,Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema,endocrinological,no,380096,59276001,Proliferative diabetic retinopathy
37200282,E13,E13.3519,ICD10CM,Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema,endocrinological,no,380097,312912001,Diabetic macular edema
37200284,E13,E13.3521,ICD10CM,Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula,endocrinological,no,380096,59276001,Proliferative diabetic retinopathy
37200284,E13,E13.3521,ICD10CM,Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula,endocrinological,no,4338896,232010004,Traction retinal detachment involving macula
37200285,E13,E13.3522,ICD10CM,Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula,endocrinological,no,380096,59276001,Proliferative diabetic retinopathy
37200285,E13,E13.3522,ICD10CM,Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula,endocrinological,no,4338896,232010004,Traction retinal detachment involving macula
37200286,E13,E13.3523,ICD10CM,Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula,endocrinological,no,380096,59276001,Proliferative diabetic retinopathy
37200286,E13,E13.3523,ICD10CM,Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula,endocrinological,no,4338896,232010004,Traction retinal detachment involving macula
45595804,E13,E13.43,ICD10CM,Other specified diabetes mellitus with diabetic autonomic (poly)neuropathy,endocrinological,no,4175440,50620007,Diabetic autonomic neuropathy
37200287,E13,E13.3529,ICD10CM,Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula,endocrinological,no,380096,59276001,Proliferative diabetic retinopathy
37200287,E13,E13.3529,ICD10CM,Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula,endocrinological,no,4338896,232010004,Traction retinal detachment involving macula
37200289,E13,E13.3531,ICD10CM,Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula,endocrinological,no,380096,59276001,Proliferative diabetic retinopathy
37200289,E13,E13.3531,ICD10CM,Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula,endocrinological,no,4338901,232023006,Diabetic traction retinal detachment
37200290,E13,E13.3532,ICD10CM,Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula,endocrinological,no,380096,59276001,Proliferative diabetic retinopathy
37200290,E13,E13.3532,ICD10CM,Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula,endocrinological,no,4338901,232023006,Diabetic traction retinal detachment
37200291,E13,E13.3533,ICD10CM,Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula,endocrinological,no,380096,59276001,Proliferative diabetic retinopathy
37200291,E13,E13.3533,ICD10CM,Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula,endocrinological,no,4338901,232023006,Diabetic traction retinal detachment
37200292,E13,E13.3539,ICD10CM,Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula,endocrinological,no,380096,59276001,Proliferative diabetic retinopathy
